timestamp,username,message,channel,tags,raw
2025-06-08 11:22:12,astonisher3000,Where is the second person??,taylor_jevaux,"{'badge-info': '', 'badges': '', 'color': '', 'display-name': 'astonisher3000', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': '91dcfc2b-38f5-44bd-a3ce-5d16bf6dbf0c', 'mod': '0', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '0', 'tmi-sent-ts': '1749399733097', 'turbo': '0', 'user-id': '894441619', 'user-type': ''}",@badge-info=;badges=;color=;display-name=astonisher3000;emotes=;first-msg=0;flags=;id=91dcfc2b-38f5-44bd-a3ce-5d16bf6dbf0c;mod=0;returning-chatter=0;room-id=469348555;subscriber=0;tmi-sent-ts=1749399733097;turbo=0;user-id=894441619;user-type= :astonisher3000!astonisher3000@astonisher3000.tmi.twitch.tv PRIVMSG #taylor_jevaux :Where is the second person??
2025-06-08 11:22:13,brudanils,"everyone can leave, it doesn't matter",taylor_jevaux,"{'badge-info': '', 'badges': '', 'color': '#1E90FF', 'display-name': 'brudanils', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': '0ea02f32-f8c3-4134-b88e-fe53d3876289', 'mod': '0', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '0', 'tmi-sent-ts': '1749399733514', 'turbo': '0', 'user-id': '1317287014', 'user-type': ''}","@badge-info=;badges=;color=#1E90FF;display-name=brudanils;emotes=;first-msg=0;flags=;id=0ea02f32-f8c3-4134-b88e-fe53d3876289;mod=0;returning-chatter=0;room-id=469348555;subscriber=0;tmi-sent-ts=1749399733514;turbo=0;user-id=1317287014;user-type= :brudanils!brudanils@brudanils.tmi.twitch.tv PRIVMSG #taylor_jevaux :everyone can leave, it doesn't matter"
2025-06-08 11:22:13,kellieci,U work at club ?,taylor_jevaux,"{'badge-info': '', 'badges': '', 'color': '', 'display-name': 'kellieci', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': '62c13d89-d7ae-498c-9a1b-d1aaf7f4a1a0', 'mod': '0', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '0', 'tmi-sent-ts': '1749399733745', 'turbo': '0', 'user-id': '1315740695', 'user-type': ''}",@badge-info=;badges=;color=;display-name=kellieci;emotes=;first-msg=0;flags=;id=62c13d89-d7ae-498c-9a1b-d1aaf7f4a1a0;mod=0;returning-chatter=0;room-id=469348555;subscriber=0;tmi-sent-ts=1749399733745;turbo=0;user-id=1315740695;user-type= :kellieci!kellieci@kellieci.tmi.twitch.tv PRIVMSG #taylor_jevaux :U work at club ?
2025-06-08 11:22:13,djimmortalitypayne,bruh what’s going on she’s just talking,taylor_jevaux,"{'badge-info': '', 'badges': '', 'color': '#0000FF', 'display-name': 'djimmortalitypayne', 'emotes': '', 'first-msg': '1', 'flags': '', 'id': 'd546a917-5af1-411f-84d4-c66e8dbb20bc', 'mod': '0', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '0', 'tmi-sent-ts': '1749399733798', 'turbo': '0', 'user-id': '826132032', 'user-type': ''}",@badge-info=;badges=;color=#0000FF;display-name=djimmortalitypayne;emotes=;first-msg=1;flags=;id=d546a917-5af1-411f-84d4-c66e8dbb20bc;mod=0;returning-chatter=0;room-id=469348555;subscriber=0;tmi-sent-ts=1749399733798;turbo=0;user-id=826132032;user-type= :djimmortalitypayne!djimmortalitypayne@djimmortalitypayne.tmi.twitch.tv PRIVMSG #taylor_jevaux :bruh what’s going on she’s just talking
2025-06-08 11:22:13,freygodinez,unclekiki empty your bank account for this 304,taylor_jevaux,"{'badge-info': '', 'badges': '', 'color': '', 'display-name': 'freygodinez', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': '66705a74-567c-4f96-9ab5-ab06318f4ca7', 'mod': '0', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '0', 'tmi-sent-ts': '1749399734238', 'turbo': '0', 'user-id': '1304136217', 'user-type': ''}",@badge-info=;badges=;color=;display-name=freygodinez;emotes=;first-msg=0;flags=;id=66705a74-567c-4f96-9ab5-ab06318f4ca7;mod=0;returning-chatter=0;room-id=469348555;subscriber=0;tmi-sent-ts=1749399734238;turbo=0;user-id=1304136217;user-type= :freygodinez!freygodinez@freygodinez.tmi.twitch.tv PRIVMSG #taylor_jevaux :unclekiki empty your bank account for this 304
2025-06-08 11:22:15,xiaohuli96,deeeeeeeeeeeeeern,taylor_jevaux,"{'badge-info': 'subscriber/26', 'badges': 'moderator/1,subscriber/9,subtember-2024/1', 'client-nonce': '79c996d6fa4a9ea7e951de60fda793e8', 'color': '#FF94A9', 'display-name': 'xiaohuli96', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': 'a64dbe14-e0bf-4cfd-bcdd-ff4a7e4aff97', 'mod': '1', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '1', 'tmi-sent-ts': '1749399736053', 'turbo': '0', 'user-id': '100233071', 'user-type': 'mod'}","@badge-info=subscriber/26;badges=moderator/1,subscriber/9,subtember-2024/1;client-nonce=79c996d6fa4a9ea7e951de60fda793e8;color=#FF94A9;display-name=xiaohuli96;emotes=;first-msg=0;flags=;id=a64dbe14-e0bf-4cfd-bcdd-ff4a7e4aff97;mod=1;returning-chatter=0;room-id=469348555;subscriber=1;tmi-sent-ts=1749399736053;turbo=0;user-id=100233071;user-type=mod :xiaohuli96!xiaohuli96@xiaohuli96.tmi.twitch.tv PRIVMSG #taylor_jevaux :deeeeeeeeeeeeeern"
2025-06-08 11:22:16,Derdnog,Lol,taylor_jevaux,"{'badge-info': 'subscriber/21', 'badges': 'vip/1,subscriber/9,bits/400000', 'color': '#FF4500', 'display-name': 'Derdnog', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': 'ed38af63-9fe3-4f5f-9f0a-890827b25b6d', 'mod': '0', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '1', 'tmi-sent-ts': '1749399736809', 'turbo': '0', 'user-id': '75474205', 'user-type': '', 'vip': '1'}","@badge-info=subscriber/21;badges=vip/1,subscriber/9,bits/400000;color=#FF4500;display-name=Derdnog;emotes=;first-msg=0;flags=;id=ed38af63-9fe3-4f5f-9f0a-890827b25b6d;mod=0;returning-chatter=0;room-id=469348555;subscriber=1;tmi-sent-ts=1749399736809;turbo=0;user-id=75474205;user-type=;vip=1 :derdnog!derdnog@derdnog.tmi.twitch.tv PRIVMSG #taylor_jevaux :Lol"
2025-06-08 11:22:17,xiaohuli96,!dern,taylor_jevaux,"{'badge-info': 'subscriber/26', 'badges': 'moderator/1,subscriber/9,subtember-2024/1', 'client-nonce': 'c3e1a6ca751f4058e397bd6198002292', 'color': '#FF94A9', 'display-name': 'xiaohuli96', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': '8432d2b7-2e96-4983-89f3-cbfcfab78a87', 'mod': '1', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '1', 'tmi-sent-ts': '1749399738290', 'turbo': '0', 'user-id': '100233071', 'user-type': 'mod'}","@badge-info=subscriber/26;badges=moderator/1,subscriber/9,subtember-2024/1;client-nonce=c3e1a6ca751f4058e397bd6198002292;color=#FF94A9;display-name=xiaohuli96;emotes=;first-msg=0;flags=;id=8432d2b7-2e96-4983-89f3-cbfcfab78a87;mod=1;returning-chatter=0;room-id=469348555;subscriber=1;tmi-sent-ts=1749399738290;turbo=0;user-id=100233071;user-type=mod :xiaohuli96!xiaohuli96@xiaohuli96.tmi.twitch.tv PRIVMSG #taylor_jevaux :!dern"
2025-06-08 11:22:17,bigboi2176,😒😝😝🤩🧐🤨😎🧐😝😒😝😝😝😝😒🧐🙂‍↔️🤨🧐🙂‍↔️😔😢☹️😫☹️😳😟😠😭😩😩😡😡😤😡😡😤,taylor_jevaux,"{'badge-info': '', 'badges': '', 'color': '', 'display-name': 'bigboi2176', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': '9cc58e24-bc01-4faa-9884-3757059ff874', 'mod': '0', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '0', 'tmi-sent-ts': '1749399738326', 'turbo': '0', 'user-id': '1230432856', 'user-type': ''}",@badge-info=;badges=;color=;display-name=bigboi2176;emotes=;first-msg=0;flags=;id=9cc58e24-bc01-4faa-9884-3757059ff874;mod=0;returning-chatter=0;room-id=469348555;subscriber=0;tmi-sent-ts=1749399738326;turbo=0;user-id=1230432856;user-type= :bigboi2176!bigboi2176@bigboi2176.tmi.twitch.tv PRIVMSG #taylor_jevaux :😒😝😝🤩🧐🤨😎🧐😝😒😝😝😝😝😒🧐🙂‍↔️🤨🧐🙂‍↔️😔😢☹️😫☹️😳😟😠😭😩😩😡😡😤😡😡😤
2025-06-08 11:22:18,Nightbot,DERN BB DERN,taylor_jevaux,"{'badge-info': '', 'badges': 'moderator/1,partner/1', 'color': '#7C7CE1', 'display-name': 'Nightbot', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': '7de47c87-f99d-46b4-9510-0b4018ef3043', 'mod': '1', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '0', 'tmi-sent-ts': '1749399738467', 'turbo': '0', 'user-id': '19264788', 'user-type': 'mod'}","@badge-info=;badges=moderator/1,partner/1;color=#7C7CE1;display-name=Nightbot;emotes=;first-msg=0;flags=;id=7de47c87-f99d-46b4-9510-0b4018ef3043;mod=1;returning-chatter=0;room-id=469348555;subscriber=0;tmi-sent-ts=1749399738467;turbo=0;user-id=19264788;user-type=mod :nightbot!nightbot@nightbot.tmi.twitch.tv PRIVMSG #taylor_jevaux :DERN BB DERN"
2025-06-08 11:22:20,BenjenMcWoha,"@jman6888 she never twerks, she will end stream",taylor_jevaux,"{'badge-info': '', 'badges': '', 'client-nonce': 'be6c3d26c171128ea841b4c21dc319d9', 'color': '#FF7F50', 'display-name': 'BenjenMcWoha', 'emotes': '', 'first-msg': '0', 'flags': '20-25:S.5', 'id': '3af75fa4-e989-45e3-8a8c-5983fd5a3b8b', 'mod': '0', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '0', 'tmi-sent-ts': '1749399740498', 'turbo': '0', 'user-id': '1000847677', 'user-type': ''}","@badge-info=;badges=;client-nonce=be6c3d26c171128ea841b4c21dc319d9;color=#FF7F50;display-name=BenjenMcWoha;emotes=;first-msg=0;flags=20-25:S.5;id=3af75fa4-e989-45e3-8a8c-5983fd5a3b8b;mod=0;returning-chatter=0;room-id=469348555;subscriber=0;tmi-sent-ts=1749399740498;turbo=0;user-id=1000847677;user-type= :benjenmcwoha!benjenmcwoha@benjenmcwoha.tmi.twitch.tv PRIVMSG #taylor_jevaux :@jman6888 she never twerks, she will end stream"
2025-06-08 11:22:20,xiaohuli96,DISCO INDERNDO,taylor_jevaux,"{'badge-info': 'subscriber/26', 'badges': 'moderator/1,subscriber/9,subtember-2024/1', 'client-nonce': '5e7b8cbf9055a23294ca736900dfe441', 'color': '#FF94A9', 'display-name': 'xiaohuli96', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': '7aa157c8-9be9-4190-97d0-33e99a27edc4', 'mod': '1', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '1', 'tmi-sent-ts': '1749399740872', 'turbo': '0', 'user-id': '100233071', 'user-type': 'mod'}","@badge-info=subscriber/26;badges=moderator/1,subscriber/9,subtember-2024/1;client-nonce=5e7b8cbf9055a23294ca736900dfe441;color=#FF94A9;display-name=xiaohuli96;emotes=;first-msg=0;flags=;id=7aa157c8-9be9-4190-97d0-33e99a27edc4;mod=1;returning-chatter=0;room-id=469348555;subscriber=1;tmi-sent-ts=1749399740872;turbo=0;user-id=100233071;user-type=mod :xiaohuli96!xiaohuli96@xiaohuli96.tmi.twitch.tv PRIVMSG #taylor_jevaux :DISCO INDERNDO"
2025-06-08 11:22:21,skyguy3455,T,taylor_jevaux,"{'badge-info': '', 'badges': '', 'client-nonce': '89035dab906af03027e1c1f03ee9ea0c', 'color': '', 'display-name': 'skyguy3455', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': '4c688e0c-f710-4630-9107-518715882afb', 'mod': '0', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '0', 'tmi-sent-ts': '1749399741563', 'turbo': '0', 'user-id': '1317101489', 'user-type': ''}",@badge-info=;badges=;client-nonce=89035dab906af03027e1c1f03ee9ea0c;color=;display-name=skyguy3455;emotes=;first-msg=0;flags=;id=4c688e0c-f710-4630-9107-518715882afb;mod=0;returning-chatter=0;room-id=469348555;subscriber=0;tmi-sent-ts=1749399741563;turbo=0;user-id=1317101489;user-type= :skyguy3455!skyguy3455@skyguy3455.tmi.twitch.tv PRIVMSG #taylor_jevaux :T
2025-06-08 11:22:22,RandyyNyc,w,taylor_jevaux,"{'badge-info': '', 'badges': '', 'color': '', 'display-name': 'RandyyNyc', 'emotes': '', 'first-msg': '1', 'flags': '', 'id': '860ab27a-3067-408e-b2d2-eb7a144c547a', 'mod': '0', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '0', 'tmi-sent-ts': '1749399743120', 'turbo': '0', 'user-id': '475308672', 'user-type': ''}",@badge-info=;badges=;color=;display-name=RandyyNyc;emotes=;first-msg=1;flags=;id=860ab27a-3067-408e-b2d2-eb7a144c547a;mod=0;returning-chatter=0;room-id=469348555;subscriber=0;tmi-sent-ts=1749399743120;turbo=0;user-id=475308672;user-type= :randyynyc!randyynyc@randyynyc.tmi.twitch.tv PRIVMSG #taylor_jevaux :w
2025-06-08 11:22:23,ttv_ljude0316,why are u trolling,taylor_jevaux,"{'badge-info': '', 'badges': '', 'color': '', 'display-name': 'ttv_ljude0316', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': '032b81b2-ba5d-4de5-9bd2-a376fc24e59e', 'mod': '0', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '0', 'tmi-sent-ts': '1749399744312', 'turbo': '0', 'user-id': '1306665358', 'user-type': ''}",@badge-info=;badges=;color=;display-name=ttv_ljude0316;emotes=;first-msg=0;flags=;id=032b81b2-ba5d-4de5-9bd2-a376fc24e59e;mod=0;returning-chatter=0;room-id=469348555;subscriber=0;tmi-sent-ts=1749399744312;turbo=0;user-id=1306665358;user-type= :ttv_ljude0316!ttv_ljude0316@ttv_ljude0316.tmi.twitch.tv PRIVMSG #taylor_jevaux :why are u trolling
2025-06-08 11:22:25,hamidilmagnifico,t,taylor_jevaux,"{'badge-info': 'subscriber/1', 'badges': 'subscriber/0', 'color': '', 'display-name': 'hamidilmagnifico', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': '3246bcb5-dd01-43bd-b506-82939e262ecf', 'mod': '0', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '1', 'tmi-sent-ts': '1749399745637', 'turbo': '0', 'user-id': '785475475', 'user-type': ''}",@badge-info=subscriber/1;badges=subscriber/0;color=;display-name=hamidilmagnifico;emotes=;first-msg=0;flags=;id=3246bcb5-dd01-43bd-b506-82939e262ecf;mod=0;returning-chatter=0;room-id=469348555;subscriber=1;tmi-sent-ts=1749399745637;turbo=0;user-id=785475475;user-type= :hamidilmagnifico!hamidilmagnifico@hamidilmagnifico.tmi.twitch.tv PRIVMSG #taylor_jevaux :t
2025-06-08 11:22:25,MastermodeMary,derny!!!,taylor_jevaux,"{'badge-info': 'subscriber/50', 'badges': 'moderator/1,subscriber/3009,sub-gift-leader/2', 'client-nonce': '97bd4c397f49f02a2b908d1fa4df1ece', 'color': '#FF69B4', 'display-name': 'MastermodeMary', 'emotes': '', 'first-msg': '0', 'flags': '', 'id': 'f2a64dd7-73de-421a-a196-361b1d5359af', 'mod': '1', 'returning-chatter': '0', 'room-id': '469348555', 'subscriber': '1', 'tmi-sent-ts': '1749399746186', 'turbo': '0', 'user-id': '679279446', 'user-type': 'mod'}","@badge-info=subscriber/50;badges=moderator/1,subscriber/3009,sub-gift-leader/2;client-nonce=97bd4c397f49f02a2b908d1fa4df1ece;color=#FF69B4;display-name=MastermodeMary;emotes=;first-msg=0;flags=;id=f2a64dd7-73de-421a-a196-361b1d5359af;mod=1;returning-chatter=0;room-id=469348555;subscriber=1;tmi-sent-ts=1749399746186;turbo=0;user-id=679279446;user-type=mod :mastermodemary!mastermodemary@mastermodemary.tmi.twitch.tv PRIVMSG #taylor_jevaux :derny!!!"
